"","gene_id","gene_type","logFC","AveExpr"
"5874","RNA5SP92","rRNA_pseudogene",0.0428568029286564,4.12735906846113
"6053","PRKCE","protein_coding",0.0624737871791467,4.1493283969382
"11173","DNAJB8-AS1","antisense",-0.0600235061107773,4.68791020634199
"9943","TOPAZ1","protein_coding",-0.0466138754298524,5.32155275030576
"17294","AC106801.1","antisense",0.0633781023487698,2.25296876316853
"10071","CCDC51","protein_coding",-0.0436020271656707,5.02427148201699
"7373","DPP10-AS1","antisense",-0.0401821482678873,4.04364111161031
"8558","SNORD70","snoRNA",-0.061578156589628,3.99260282442891
"3809","RN7SL269P","misc_RNA",0.0587490991898842,1.8632160238327
"16480","AP3S1","protein_coding",0.0327541423718248,7.82026188565021
"1168","CSF3R","protein_coding",-0.0537525914606743,6.82477360876111
"15108","CTD-2154B17.4","antisense",-0.0423081233590753,4.95415034323916
"13109","RP11-18M17.1","processed_pseudogene",-0.0290840567963152,-1.26631381167626
"10792","FCF1P3","processed_pseudogene",0.0311531837497952,-0.368076085451321
"2288","RP11-78O9.1","antisense",-0.0589372604542541,6.30935213928989
"8817","ARPC2","protein_coding",0.0292535781003634,0.564013704973979
"8352","AC133106.2","antisense",0.0295931876226149,-0.445615484738594
"1701","RP11-240D10.4","sense_overlapping",-0.0313774881124905,-0.557287128678536
"17077","CTB-85P21.1","processed_pseudogene",-0.0613559215675455,3.69685886462997
"510","RP4-680D5.9","lincRNA",0.0488231332193323,0.404943101045386
"3969","ABL2","protein_coding",-0.0506773267561391,0.606335713378322
"15201","RP11-432M8.14","processed_pseudogene",-0.0582795488264068,5.62563032771602
"17869","RP11-428J1.4","lincRNA",-0.0486607450531324,4.20316093952174
"9453","ATP2B2","protein_coding",0.0699683856015543,6.02133696669856
"17308","CTB-47B8.5","processed_pseudogene",-0.0428550362357183,2.18904169347947
"389","FBXO6","protein_coding",0.0301622866324329,-0.647038172388663
"597","RP11-473A10.2","lincRNA",0.0535120638179785,6.7044603160566
"10273","RP5-966M1.4","processed_pseudogene",0.0290304490679648,-0.394575741438185
"16182","AC093510.1","processed_transcript",-0.0589128548090118,1.49703196778002
"18708","ZBTB22","protein_coding",0.0717396713813353,3.44127507588277
"2585","ADORA3","protein_coding",-0.0307222718502194,3.50585637541834
"12634","RP11-1396O13.1","processed_pseudogene",-0.029220326399975,-0.83109577162051
"18820","CPNE5","protein_coding",0.0324350921737822,0.722477393020975
"18815","LAP3P2","processed_pseudogene",-0.0539555716489153,6.70280361752844
"6024","AC019129.1","processed_pseudogene",0.0295562519391441,2.87445433068341
"12326","RNU6-646P","snRNA",0.0607876650766993,7.26222131561195
"888","CHCHD3P3","processed_pseudogene",-0.0502377474311813,0.43187699098382
"2209","U3","snoRNA",-0.0334062748375348,-1.08636246204484
"9062","B3GNT7","protein_coding",-0.0287643749183051,0.167272695761843
"11916","Y_RNA","misc_RNA",-0.0511080822828345,2.27064050697266
"2579","UBE2FP3","processed_pseudogene",-0.0288210632561259,-0.783280475746969
"2027","RP4-706L14.2","processed_pseudogene",0.0501434155374668,0.793375946462839
"18216","HIST1H3PS1","processed_pseudogene",-0.0446087981731341,8.68354648856833
"940","RP5-1092A3.4","antisense",0.0719138387341646,4.23519122438109
"492","RP3-467K16.2","antisense",0.0483003202059782,2.19723930837533
"732","MIR3115","miRNA",0.0306363270474038,0.62892907524937
"7853","TNFAIP6","protein_coding",-0.0565555115206219,2.11027589184222
"12246","RP11-534C12.1","lincRNA",-0.0383166126118859,0.630683054448516
"7342","RP11-395L14.3","lincRNA",0.0320433045020573,0.150714585022731
"3333","DPM3","protein_coding",-0.0386123699039913,5.36247567731612
"16155","CTD-2316B1.1","lincRNA",-0.0439325564144987,3.53166182922942
"13064","SNX18P23","processed_pseudogene",-0.0307712550563723,1.41043825445291
"1632","RNU2-30P","snRNA",0.0302870862766947,2.75764146729394
"9051","SPATA3-AS1","lincRNA",-0.0533100709494848,2.20494569823069
"10065","FCF1P2","transcribed_processed_pseudogene",0.0615217694745644,-1.1310241511412
"5080","CHRM3","protein_coding",0.0502966826745482,4.28144105680347
"16125","CTD-2331D11.3","lincRNA",-0.04289595392464,5.7785011558281
"5900","FEZ2","protein_coding",0.0452111539107812,7.15212314870431
"16343","RP11-58B2.1","antisense",0.0446547665760873,6.68139688311828
"16383","CTD-2197I11.1","antisense",-0.0566123730328921,2.80891740253885
"14596","PALLD","protein_coding",0.0296645588476199,-0.711686896885771
"12806","RP11-302F12.2","processed_pseudogene",0.0418996477537792,1.88973265353345
"12067","PSMD2","protein_coding",-0.0547344966176855,6.03165664244759
"7185","RGPD4-AS1","lincRNA",-0.0412199802743205,6.15991347078313
"10883","OR7E100P","unprocessed_pseudogene",-0.0576339870528041,7.48927814794231
"14604","RNU6-853P","snRNA",0.0284504919272831,-0.239012209489226
"7054","TXNDC9","protein_coding",0.0402126466152986,0.678742390979374
"3640","FCRLA","protein_coding",0.0332042137700463,-0.442935554209707
"15401","LMBRD2","protein_coding",-0.0484362309669966,7.94840264624248
"7469","YWHAZP2","processed_pseudogene",0.0650599211204719,4.3129594490146
"6836","IGKV1D-37","IG_V_gene",0.0313848570525814,0.859598940464409
"18422","HCG4B","unprocessed_pseudogene",0.0298526306657579,5.02895470577692
"3743","DUSP27","protein_coding",0.0509770187199325,3.50474421847144
"18094","RP1-135L22.1","lincRNA",-0.0283738370481174,-1.36226540033418
"9575","RP11-194G10.3","lincRNA",0.0508721069223857,4.54034242700373
"4463","FCAMR","protein_coding",-0.0316039338341261,-1.29440275606101
"15913","BTF3","protein_coding",0.028980879843798,4.19080656653276
"2989","RNVU1-12","snRNA",0.0646632880378184,6.23527145886925
"12149","snoU13","snoRNA",0.0407263121670786,0.368663927989124
"3749","CD247","protein_coding",0.031795753377438,-0.330507327991924
"11145","C3orf56","protein_coding",-0.0324563393646714,3.43436696116955
"11230","RP11-93K22.6","antisense",0.0333024993602534,-0.205061308301476
"15528","EEF1A1P19","processed_pseudogene",0.0411408532795219,1.63761802925121
"221","RP1-58B11.1","lincRNA",-0.063524216306399,3.9107918600936
"11969","RP11-420J11.2","lincRNA",0.0300980592929457,-1.14372351659932
"18924","USP49","protein_coding",0.0371755343638131,1.26613078626464
"4764","SRP9","protein_coding",-0.0379983205767384,1.86431527956099
"18982","DLK2","protein_coding",0.0539574200282218,5.19853577958816
"7724","AC097523.3","processed_pseudogene",-0.0352852775045582,0.272308775640917
"8550","AC079354.3","antisense",0.0610355306176188,4.10886911151002
"15537","RP11-8L21.1","lincRNA",-0.0402244266188791,3.26689230885368
"14612","C4orf27","protein_coding",0.0502911873365212,5.79800743426831
"10554","OR7E121P","unprocessed_pseudogene",0.0704972448474912,5.93361924107839
"14700","RP11-140M13.1","lincRNA",-0.0295922271128241,-0.326480977166377
"5332","AC093326.3","lincRNA",-0.0302777898366515,-1.04032301365044
"7909","GALNT5","protein_coding",-0.0562104155990626,7.06103907548159
"10180","TUSC2","protein_coding",0.0364138644974343,2.95300506692524
"9053","C2orf72","protein_coding",0.029472983742652,-0.595023616314658
"16940","VTRNA1-2","misc_RNA",0.0444081808978252,2.91473960765626
"3963","PTPN2P1","processed_pseudogene",-0.0542104227084751,6.67261287192094
"5937","GAPDHP25","processed_pseudogene",-0.0294276180269149,2.8921505346603
"15181","RP11-321E2.10","processed_pseudogene",0.0518772130868962,5.70338748157401
"13341","SULT1B1","protein_coding",-0.0542193267932759,0.722351428938265
"4036","RP11-416K24.2","processed_pseudogene",-0.043290582037091,0.969218365057614
"6149","AC010967.2","lincRNA",-0.0671807633840419,5.10345912908431
"15539","FGF10","protein_coding",0.0472160505627721,5.9708569427079
"2984","RNVU1-10","snRNA",0.0395277628853357,2.38017519534122
"14903","RP11-310P5.2","antisense",0.0416526465636052,0.403762057091712
"3160","TCHHL1","protein_coding",0.0495082809949083,6.91718642091088
"17301","LSM11","protein_coding",0.0335788495219491,1.42972460253539
"7902","AC073551.1","processed_pseudogene",0.0676703900040543,6.37629816605779
"10637","NDUFA5P5","processed_pseudogene",0.0362751926206534,1.86393838157155
"9297","THAP4","protein_coding",-0.0434307288097672,2.3173798990209
"16947","PCDHA3","protein_coding",0.0500130189662019,0.971425381424256
"772","RP11-293P20.2","antisense",-0.0442977630003396,7.30961366807044
"18473","ATAT1","protein_coding",-0.0423033971047439,6.61640757478064
"9930","RN7SL517P","misc_RNA",0.0324199349276714,4.308920217914
"482","RNU6-1265P","snRNA",0.0284981658837797,-1.36567050865663
"1183","MEAF6","protein_coding",-0.0443137119404777,0.0433252196789902
"12293","AC024937.2","processed_pseudogene",0.0737787506433771,6.54359460072231
"15385","DNAJC21","protein_coding",0.0306103193406826,1.50938256356887
"16023","RNY3P1","misc_RNA",-0.0564087310243588,6.63503220109542
"11554","RP11-63E16.1","processed_pseudogene",-0.0395353106340283,1.28489472037755
"15219","HSPD1P15","processed_pseudogene",0.0543373275563875,4.84016728354451
"11144","PLXNA1","protein_coding",-0.0299556749996158,-1.6557532599771
"15729","CTD-2244C20.1","processed_pseudogene",0.0282516155025156,-0.775605213556918
"16060","ANKRD34B","protein_coding",-0.0281142292380747,0.946017869965692
"4523","SERTAD4","protein_coding",-0.0517325540817285,6.8244295959745
"13540","RP11-127B20.3","antisense",0.043261589023621,3.43664064928215
"7210","RANBP2","protein_coding",0.0439605033406217,0.987500353535201
"11118","ROPN1B","protein_coding",0.0322357337102349,0.621616123735995
"11322","KY","protein_coding",0.0309726035215603,-0.561424701661478
"18383","LINC01015","processed_transcript",0.0586186099969872,4.29762492279862
"13045","RNU6-838P","snRNA",0.042420232733805,3.93038878370067
"16233","CTC-558O19.1","antisense",-0.05489840743819,4.71492047865084
"12033","RP11-14I2.2","processed_pseudogene",0.0280271291301359,2.24564367250979
"13839","RNU6-551P","snRNA",0.0461664424271979,2.69149613634105
"14278","HHIP","protein_coding",-0.0556824754907454,5.91016663180947
"13792","BDH2","protein_coding",-0.0414231242811675,4.58373846321152
"11873","RP11-408H1.3","lincRNA",-0.0582461583342926,7.15513031170492
"14475","RPPH1-3P","ribozyme",-0.0375194998974824,-0.750250976376579
"4293","RP11-307B6.3","antisense",-0.0631576030175257,5.57198518722734
"11912","RP11-255G21.1","lincRNA",0.0437558553791349,1.46799866514927
"17163","ARHGEF37","protein_coding",-0.0636096561248339,3.36718383713502
"214","AJAP1","protein_coding",-0.0451942562926227,4.65961613848597
"6807","IGKV1-22","IG_V_pseudogene",0.0373860841591499,3.08181696259879
"2684","RP11-12L8.2","processed_pseudogene",0.0422309662395067,0.580171532339108
"14974","RP11-445O3.1","lincRNA",-0.0343456805770667,-0.844437325315257
"8554","SUMO1","protein_coding",0.0328406864129093,2.221219336336
"14385","RNA5SP169","rRNA_pseudogene",0.0339687175885497,1.2815814349481
"13044","TXK","protein_coding",-0.0458390397502886,1.41661977625278
"17401","CTC-286N12.1","antisense",-0.0317186024149067,-0.423217606468871
"16175","AC113167.1","lincRNA",0.0307758665064939,-1.41498560712214
"1248","HEYL","protein_coding",0.0308628763805266,3.6665838533813
"3297","RP11-350G8.4","unprocessed_pseudogene",0.0369475784234854,3.00649785224273
"4325","RP11-480I12.10","antisense",-0.0278169541741503,2.26315476377839
"15836","RP11-848G14.2","transcribed_unprocessed_pseudogene",0.0279142981341301,-0.618138216534465
"6238","RN7SL361P","misc_RNA",0.0351730931769022,7.91271437230458
"6794","IGKV1-9","IG_V_gene",-0.0590195198112016,6.15463048076569
"2258","RN7SKP123","misc_RNA",-0.0526061746018822,7.20410816904997
"16073","CKMT2-AS1","antisense",0.0411355445378451,7.65815068714963
"8361","OSGEPL1","protein_coding",0.0288659382039039,0.918644738890346
"635","TMCO4","protein_coding",0.0507151811550449,5.23146433673131
"16958","PCDHA11","protein_coding",0.0446334749079252,3.01507096805589
"5700","Y_RNA","misc_RNA",0.0344561326748205,6.52968487735125
"4643","RP11-135J2.4","antisense",-0.0563808667978215,5.75897342193456
"11027","RN7SL172P","misc_RNA",0.0283521073374451,4.79934106749002
"10669","RP11-124D9.1","processed_pseudogene",-0.0277056013267936,-1.25688362498569
"15343","ZFR","protein_coding",-0.0358582253413803,4.68885773552617
"14252","RP11-284M14.1","antisense",-0.0443598796839069,5.09914457942092
"11086","SLC12A8","protein_coding",-0.0347179586849728,2.04172111964687
"15953","POLK","protein_coding",-0.0352086255474571,-0.23921243557001
"2591","RNU6-151P","snRNA",-0.0451596642547862,0.827641375787369
"2539","SLC16A4","protein_coding",-0.0525195704295455,3.19529575462679
"8412","HNRNPA1P47","processed_pseudogene",-0.0504756568344763,5.1987815032437
"9223","AC096574.4","processed_transcript",-0.0532637500880723,9.65263645093181
"11201","RP11-434H6.6","antisense",0.0280304066783295,4.3751231208076
"119","ATAD3A","protein_coding",-0.0284703954282003,0.457395690054798
"4749","MIR4742","miRNA",-0.0535692387356715,3.70320382503411
"120","TMEM240","protein_coding",-0.0277802307297264,1.63339188993951
"10605","RP11-735B13.2","lincRNA",0.047362981974202,2.89497648656634
"10738","NIT2","protein_coding",0.0287642240019097,-0.838254905497078
"5293","OR2G6","protein_coding",0.0372918374467202,10.1743750059995
"16399","AC011366.3","lincRNA",0.0341281027734337,1.92184807512461
"5998","OXER1","protein_coding",-0.0613731394056514,4.20448753942375
"10914","RP11-271C24.2","lincRNA",0.0380237432200057,1.49046338254631
"16443","ZRSR1","transcribed_processed_pseudogene",-0.0277374559086027,-0.55132787769002
"8841","BCS1L","protein_coding",0.0493794550883251,1.20719093437345
"19008","RP5-1120P11.4","processed_pseudogene",-0.0938069174432043,1.53786934424559
"5160","RP11-518L10.5","antisense",0.0462509546032372,2.7594079980826
"834","EXTL1","protein_coding",0.063403146999852,6.09114554111829
"4498","RP11-459K23.2","lincRNA",0.0313963626856374,-0.555836839463714
"197","SMIM1","protein_coding",0.0531021788975318,3.65780046887866
"6236","BCL11A","protein_coding",-0.0565936012492734,-1.59569361072616
"1028","MIR4254","miRNA",-0.036806362002576,-1.89557442674772
"15367","RP11-1084J3.4","protein_coding",-0.0282186311187843,-0.560556264687035
"14092","RP11-50D9.1","processed_pseudogene",0.0710016434036841,4.95405578583365
"3894","ZBTB37","protein_coding",-0.0549633599184316,6.3019354768727
"4186","RP11-21J7.1","lincRNA",-0.028752016212266,0.175877436732105
"110","RP4-758J18.13","lincRNA",-0.0509814891906854,6.25037218450999
"16601","GRAMD3","protein_coding",-0.0645195522290233,5.80847364425653
"15598","RNU6-272P","snRNA",-0.0274586875693197,3.00512540759545
"10638","NARG2P2","processed_pseudogene",-0.0292925287950119,4.21463963755021
"6016","AC011242.5","processed_pseudogene",-0.0281164187650225,2.69129248968578
"16935","DND1","protein_coding",0.0421200451486974,3.88852266078908
"11367","CEP70","protein_coding",-0.0287167001833797,-0.505906616334496
"13829","RP11-710F7.2","antisense",-0.0673712587005162,4.78579610132442
"7434","Y_RNA","misc_RNA",-0.0547009656574653,7.15499315497841
"11337","HMGN1P10","processed_pseudogene",-0.0533573623579435,5.58767128313448
"18267","RP1-15D7.1","processed_pseudogene",-0.0535280111282342,5.57866329651574
"566","ESPNP","transcribed_unprocessed_pseudogene",0.027766713228123,-0.643379107944007
"1910","DIRAS3","protein_coding",-0.056470537223565,2.44142280681166
"9196","COPS8","protein_coding",0.0274949453437748,0.496239769673258
"17525","SUMO2P6","processed_pseudogene",0.0281595823614364,-1.36697359132064
"13202","RP11-340A13.1","processed_transcript",-0.0427285850747559,4.26608467141859
"6941","RP11-440D17.3","lincRNA",0.0280021116085877,-1.03299526401397
"17031","AC008781.7","antisense",0.0274058358852453,0.68652287118779
"3843","PRRC2C","protein_coding",0.048988260600148,2.15579818871913
"15704","PART1","lincRNA",0.0569665683420123,3.17272056445486
"11727","MIR16-2","miRNA",0.0540666468475508,6.50288901962762
"5260","RP11-438H8.8","processed_pseudogene",0.0273715349834051,0.298093455355807
"887","RP11-40H20.5","processed_pseudogene",-0.0554737038973858,4.34673154804154
"16849","REEP2","protein_coding",-0.0537903830434052,6.6955257889469
"7991","AC007750.5","antisense",-0.0605312673791335,1.99972803693889
"10050","Y_RNA","misc_RNA",0.0611813477139132,6.3266865361558
"17672","RP11-798K23.5","processed_pseudogene",0.0362823592162511,-0.389402984256884
"6451","TGFA","protein_coding",-0.0308804437539875,-1.42566964358653
"6419","GFPT1","protein_coding",0.0530006184243622,0.572433025292836
"18393","SUMO2P1","processed_pseudogene",0.0489111719409284,1.32974282085568
"18087","E2F3-IT1","sense_intronic",0.0273785357721667,-1.31564636842259
"7844","AC104777.3","lincRNA",0.0395447372807754,2.42708136391788
"3610","FCER1G","protein_coding",0.031510140273169,5.57616883751836
"11048","PARP15","protein_coding",0.0538744884443471,7.26861519662261
"2571","RP5-1125M8.2","antisense",0.0631031181868452,7.10594968451801
"10067","MIR2115","miRNA",0.0471905706126808,1.62625375846874
"5829","CAPN13","protein_coding",0.0286258226463637,0.715136472926658
"6956","AC009237.17","processed_pseudogene",-0.0433102283599188,6.9000377853308
"8392","MYO1B","protein_coding",0.0381230427402283,2.02637172198904
"16942","RP11-515C16.7","processed_pseudogene",-0.0606975967079159,3.98018745750484
"695","RP11-26H16.1","processed_pseudogene",-0.0504315101367687,2.36883832550179
"8756","ATIC","protein_coding",-0.0277471837869519,-0.150006117139764
"14689","VEGFC","protein_coding",0.0333309394499718,1.64568886400908
"7847","AC023469.2","antisense",-0.0454439129480579,5.43739903897655
"4803","RP11-1B20.1","antisense",-0.0644169708800419,6.26673718016491
"10552","RPS3AP15","processed_pseudogene",0.0377514825489339,-0.757640908467308
"923","PPP1R8","protein_coding",0.0304119605374596,0.506907481878468
"13445","PPEF2","protein_coding",0.0470202347743659,1.57452422178016
"8526","STRADB","protein_coding",0.0565127948816349,5.34710294214707
"1413","ERI3-IT1","sense_intronic",0.0658345480656312,8.65097657653511
"10671","MTRNR2L12","protein_coding",0.0500426930499342,5.90161309604419
"17147","RP11-331K21.1","antisense",-0.0429176524855952,2.58027572652252
"2271","RNA5SP53","rRNA_pseudogene",-0.0388695966516698,4.34529624001364
"3011","RP11-326G21.1","lincRNA",-0.0539434622835108,8.48182280483605
"750","E2F2","protein_coding",-0.0283732461677626,-0.957076270450006
"5812","C2orf71","protein_coding",0.0374942167601144,1.3210003317586
"9867","ZNF620","protein_coding",-0.062654157455047,4.18074841656142
"15107","DAP","protein_coding",-0.0460231176126429,7.46050929036998
"12451","RP11-317B7.3","antisense",0.0427218884177391,2.53570076902864
"10368","RP11-359I18.1","processed_pseudogene",-0.0637588481493525,7.88568701249272
"15128","EEF1A1P13","processed_pseudogene",-0.0338982028257918,4.73500897529527
"14716","RP11-540E16.2","lincRNA",-0.0589118929110077,3.01707882602987
"9248","AC093802.1","lincRNA",-0.0459373785326477,3.8392944656312
"4132","RP11-134C1.1","processed_pseudogene",-0.038976674326221,4.59281913128154
"13536","BIN2P1","processed_pseudogene",0.0270726152478884,-1.39364490133759
"17950","RP11-360O19.4","antisense",0.0340641233431079,0.0510074666129122
"13059","CWH43","protein_coding",-0.0274065178836892,2.15266831421931
"7925","CCDC148-AS1","antisense",0.027305887615948,0.784189880880677
"18801","PNPLA1","protein_coding",0.0297982996040513,-1.1781327401342
"844","CATSPER4","protein_coding",-0.0561341705182077,5.66573427316526
"9367","UBTFL8","unprocessed_pseudogene",0.0339283968056372,0.734360876995333
"15667","MIER3","protein_coding",0.028622413446882,2.60447413084128
"10136","BSN","protein_coding",-0.0303660637486889,0.481004283075257
"18253","POM121L2","protein_coding",0.0355000059858296,2.98026526546505
"5087","RP11-567G24.1","processed_pseudogene",-0.054298795821846,5.25481745382224
"499","CASP9","protein_coding",0.0303293546807196,2.8399690901934
"353","APITD1-CORT","protein_coding",0.0383678636690542,-0.432514723511283
"5398","AC010729.3","lincRNA",0.0583168152670527,3.26700145199519
"6202","AC011306.2","lincRNA",0.0394486809808912,5.84257302418153
"13119","MORF4L2P1","processed_pseudogene",0.0652997152564941,3.74448355715004
"15038","MIR4458HG","lincRNA",-0.0268558592178363,-1.42083108887499
"8088","AC008065.1","processed_pseudogene",0.0288346034893232,0.237595496235786
"4889","RP5-1061H20.5","antisense",0.0363815273996349,8.7205665533817
"1494","MOB3C","protein_coding",-0.0521624171181678,7.60972866162095
"16120","RBBP4P6","processed_pseudogene",0.0279547256167518,0.084938483036981
"14386","RP11-18H21.1","lincRNA",0.0432046009833154,1.75919944679299
"7203","RP11-465O11.1","processed_pseudogene",0.0278182134867299,-0.458850257826452
"13444","RP11-556N4.1","antisense",0.0615206033596499,8.11233119791437
"8116","MLTK","protein_coding",0.0277954706005113,-0.591108318313148
"14508","RP11-815N9.2","processed_pseudogene",0.0268027251091839,0.2995382162568
"7158","UXS1","protein_coding",0.0271554475972106,-1.20617581212145
"10553","RP11-413E6.2","processed_pseudogene",0.0523142816350674,2.07745889883241
"10832","U3","snoRNA",0.0639401246456542,5.70569015338316
"10548","RP11-803B1.8","lincRNA",-0.0696820867010808,4.40085270082593
"6463","ATP6V1B1","protein_coding",-0.0481596085875871,8.6980641402008
"2204","RN7SKP272","misc_RNA",0.0318327121995737,-0.558858561132021
"6085","CALM2","protein_coding",-0.0698728725188943,5.48207043617742
"12845","RP11-68D16.2","processed_pseudogene",0.0284198857066849,0.992228835743955
"9917","RP11-141M3.5","processed_transcript",-0.0344261908473015,4.12028638215898
"10330","IL17RD","protein_coding",0.0323975964990508,-1.0033397611339
"468","RP11-219C24.10","lincRNA",0.0557880368517542,5.72116195258905
"92","SCNN1D","protein_coding",-0.0381179592312054,0.457878981335617
"13562","PLAC8","protein_coding",-0.0277949147389695,-0.0590117511924659
"12137","ADIPOQ","protein_coding",-0.0518419744387006,10.1183272624078
"10919","VPS26AP1","processed_pseudogene",-0.026669867425974,0.586743340689024
"11511","RPL38P1","processed_pseudogene",0.0520295337411229,7.89832803048848
"12708","C1QTNF7","protein_coding",-0.0280680595600146,-0.893598773516671
"3264","DENND4B","protein_coding",0.0506424883326534,7.09966640759033
"4983","COA6","protein_coding",-0.062955488403858,6.42695837465465
"15855","RP11-589F5.4","unprocessed_pseudogene",-0.0586669546130442,6.00217699728053
"12924","RP11-472B18.1","transcribed_processed_pseudogene",-0.0626175511203919,5.40677288036459
"9707","hsa-mir-466","miRNA",-0.0659551710998482,4.27287010625575
"4868","RNA5S7","rRNA",0.0307842977414706,1.04422883980134
"9005","DAW1","protein_coding",-0.0452121046220526,5.92431975990288
"15302","CTD-2011G17.1","processed_pseudogene",0.0471315464417782,1.572110695642
"5361","AC011995.1","lincRNA",-0.0557923194284815,5.12529521786417
"5636","AC009411.1","lincRNA",-0.0304437852883818,0.495267195442835
"10595","SETP6","processed_pseudogene",0.0288531571550331,-1.2994606650575
"8908","RP11-256I23.3","lincRNA",0.0358120999834454,4.49077741960026
"2538","LAMTOR5-AS1","processed_transcript",-0.050430367912156,7.90644680576398
"15506","CTD-2201E18.2","processed_pseudogene",0.0542094485599738,3.51250713191103
"7687","TMEM163","protein_coding",0.0328222535851708,-0.781168022571692
"16083","PPIAP11","processed_pseudogene",0.0474490875017638,4.24851380533131
"15340","MTMR12","protein_coding",0.0568618713003848,3.18398338908754
"7661","MIR663B","miRNA",0.0391289619712841,2.34284640447016
"13432","RP11-542G1.2","lincRNA",-0.0416322342079552,2.38270588771583
"10892","CD200R1","protein_coding",-0.0276741587237427,-0.614012168415071
"10745","TFG","protein_coding",0.0311146035652806,4.2449474635799
"7351","RABL2A","protein_coding",0.0480339535017827,4.31990840065439
"8009","AC013463.2","antisense",-0.0598095049979721,6.33117724384882
"11260","RP11-265F19.1","antisense",-0.0507320865657701,8.82077029228951
"18289","RNU7-26P","snRNA",0.0265590294439708,0.803976085823189
"1754","OMA1","protein_coding",0.0344693944350485,0.926763803065765
"4117","RP11-295K2.3","antisense",-0.0299239113591568,0.523458675817602
"17760","WBP1LP4","processed_pseudogene",-0.0608101494933564,4.6348243059886
"18046","RP1-151F17.2","lincRNA",0.0285695314420442,2.28574485441515
"9172","SH3BP4","protein_coding",0.0684489023477698,6.0678475567027
"12592","RP11-747H12.5","processed_pseudogene",-0.054891427190282,3.97408786871268
"15591","RP11-289K10.1","processed_pseudogene",0.0402200735517312,3.40171214027782
"2268","RP4-713B5.2","processed_pseudogene",0.0307352330566201,1.30886226286939
"14437","RNU2-66P","snRNA",0.0350203655433792,1.58384941040776
"14910","CTD-2589H19.4","unprocessed_pseudogene",-0.0449819986853881,4.01543478971731
"8618","AC007679.3","antisense",0.0355258731404701,5.73589157466103
"15838","GUSBP3","transcribed_unprocessed_pseudogene",0.0270706554751697,1.36522623853737
"6521","DGUOK-AS1","antisense",-0.0542446156138972,3.814492813615
"14461","GUCY1B3","protein_coding",0.0263571576614028,-0.976148181045553
"2381","CDC14A","protein_coding",0.035058803429046,-0.562767344707295
"3945","SEC16B","protein_coding",-0.0266944658972618,-1.40093052396175
"6896","AC073464.4","processed_pseudogene",-0.027410166598179,-0.163739392786542
"9327","CHL1","protein_coding",-0.0297522270057703,-0.310181721909137
"13347","CSN2","protein_coding",-0.0287737421907776,-0.350418847285902
"11696","RP11-79M21.3","processed_pseudogene",0.0543506765720532,7.70513171355417
"11356","CLDN18","protein_coding",0.028634195204837,1.12046227892668
"1854","JAK1","protein_coding",-0.059437610990038,5.02440087010009
"15966","CTC-235G5.2","processed_pseudogene",-0.0264248898473917,-0.855145414467283
"10252","SEMA3G","protein_coding",-0.049337100560236,8.23034174503952
"5790","RP11-731I19.1","processed_pseudogene",-0.0302198675320261,0.247226448981844
"4838","IBA57-AS1","lincRNA",0.0476768335254273,0.0874287193094141
"15387","PRLR","protein_coding",0.041428125339744,3.43056628718837
"6724","RMND5A","protein_coding",0.0314479455648405,-0.277588341128156
"5604","AC098828.2","lincRNA",0.0290264081950463,5.90865683890535
"13592","ARHGAP24","protein_coding",0.0356615017543753,1.01438785001985
"12059","ABCF3","protein_coding",-0.0501496851483713,7.09563127200713
"4321","RP11-569A11.2","lincRNA",-0.0544646478254634,4.10884504431089
"7236","LINC01123","lincRNA",-0.0529682508087077,4.24790157633665
"17502","STC2","protein_coding",0.050684839965837,2.36417127024309
"13377","LDHAL6EP","processed_pseudogene",-0.0419294356084126,1.2757386881499
"18590","SAPCD1-AS1","antisense",0.030137172170696,-0.914880770599413
"4063","RP11-548N1.1","processed_pseudogene",-0.0579737190268759,3.93729084086928
"18189","HIST1H1E","protein_coding",0.0388591454000991,0.723191428272824
"8636","HMGN1P6","processed_pseudogene",0.0321329501246697,2.19790428190209
"8734","AC108066.1","lincRNA",0.0525610237281316,5.18559661223003
"3110","RP11-126K1.2","antisense",-0.0560825841897213,7.32214406780507
"15923","CTD-2275D24.4","lincRNA",-0.0261967612587733,-1.426655260904
"3410","RP11-98G7.1","lincRNA",0.0266694038576311,1.17088938645644
"16267","ERAP2","protein_coding",0.0328377495687005,2.43965819713774
"10656","STX19","protein_coding",-0.0683684132598019,4.9327117393864
"18170","U91328.21","antisense",-0.0305403734740958,1.50670420234782
"13974","AC107399.1","unprocessed_pseudogene",-0.026373838235554,-1.59875364859776
"11499","NPM1P28","processed_pseudogene",0.0345957768517219,2.78222709414434
"11161","ABTB1","protein_coding",-0.0262597510093539,1.27425364211051
"2949","BCL9","protein_coding",-0.0325278485872482,-1.03062456266495
"16433","HMGB3P16","processed_pseudogene",-0.0552579239639341,6.20971712193474
"11069","KALRN","protein_coding",-0.026662470220001,3.01537771821998
"14667","GLRA3","protein_coding",0.0579491979410576,6.25317543153114
"746","RP5-1057J7.7","lincRNA",-0.0315390433865575,4.09113398464044
"11952","MTHFD2P7","processed_pseudogene",-0.0270692419506657,3.65520839562663
"7905","GPD2","protein_coding",0.0643813784652111,6.08988547512311
"14634","RP11-97E7.1","lincRNA",0.0265783689834537,-1.09938910514759
